[39.0, 'State-gov', 77516.0, 'Bachelors', 13.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Male', 2174.0, 0.0, 40.0, 'United-States', '<=50K']
[18.0, 'Private', 188476.0, '11th', 7.0, 'Never-married', 'Exec-managerial', 'Own-child', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[42.0, 'Private', 201732.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[35.0, 'Private', 246829.0, 'HS-grad', 9.0, 'Divorced', 'Exec-managerial', 'Unmarried', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[48.0, 'State-gov', 170142.0, 'Masters', 14.0, 'Divorced', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[44.0, 'Self-emp-not-inc', 187164.0, 'HS-grad', 9.0, 'Divorced', 'Transport-moving', 'Unmarried', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[32.0, 'Private', 213179.0, 'Some-college', 10.0, 'Divorced', 'Craft-repair', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[31.0, 'State-gov', 111843.0, 'Assoc-acdm', 12.0, 'Separated', 'Other-service', 'Unmarried', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[47.0, 'Federal-gov', 68493.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'Black', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[46.0, 'Federal-gov', 340718.0, '11th', 7.0, 'Widowed', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[38.0, 'Private', 207202.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 48.0, 'United-States', '>50K']
[33.0, 'Self-emp-inc', 132601.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[17.0, '?', 139183.0, '10th', 6.0, 'Never-married', '?', 'Own-child', 'White', 'Female', 0.0, 0.0, 15.0, 'United-States', '<=50K']
[41.0, 'Private', 160785.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[38.0, 'Local-gov', 225605.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 44.0, 'United-States', '<=50K']
[24.0, 'Private', 190290.0, 'Bachelors', 13.0, 'Never-married', 'Sales', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[49.0, 'Private', 164799.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[60.0, 'Federal-gov', 21876.0, 'Some-college', 10.0, 'Divorced', 'Prof-specialty', 'Not-in-family', 'Amer-Indian-Eskimo', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[44.0, 'Private', 160785.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '>50K']
[63.0, 'Self-emp-inc', 272425.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[36.0, 'Private', 169926.0, 'HS-grad', 9.0, 'Divorced', 'Sales', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[65.0, 'Local-gov', 205024.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Other-service', 'Husband', 'White', 'Male', 0.0, 0.0, 8.0, 'United-States', '<=50K']
[28.0, 'Private', 51331.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', 'Exec-managerial', 'Wife', 'White', 'Female', 0.0, 0.0, 16.0, 'United-States', '>50K']
[31.0, 'Private', 153078.0, 'Assoc-acdm', 12.0, 'Never-married', 'Craft-repair', 'Own-child', 'Other', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[44.0, 'Self-emp-not-inc', 402397.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Wife', 'White', 'Female', 0.0, 1902.0, 60.0, 'United-States', '>50K']
[34.0, 'Private', 223267.0, 'HS-grad', 9.0, 'Never-married', 'Exec-managerial', 'Other-relative', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[51.0, '?', 203953.0, 'HS-grad', 9.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[46.0, 'State-gov', 29696.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Transport-moving', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[30.0, 'Private', 315640.0, 'Doctorate', 16.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'Asian-Pac-Islander', 'Male', 0.0, 1977.0, 40.0, 'China', '>50K']
[37.0, 'Private', 632613.0, '10th', 6.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 0.0, 0.0, 35.0, 'Mexico', '<=50K']
[56.0, 'Private', 282023.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[29.0, 'Private', 77760.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '<=50K']
[46.0, 'Self-emp-not-inc', 148599.0, 'Masters', 14.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[55.0, 'Private', 414994.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[45.0, 'Private', 339863.0, 'Bachelors', 13.0, 'Divorced', 'Sales', 'Not-in-family', 'White', 'Male', 8614.0, 0.0, 48.0, 'United-States', '>50K']
[34.0, 'Private', 499249.0, 'HS-grad', 9.0, 'Married-spouse-absent', 'Handlers-cleaners', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'Guatemala', '<=50K']
[34.0, 'Private', 117963.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[27.0, 'Private', 194652.0, 'HS-grad', 9.0, 'Never-married', 'Craft-repair', 'Own-child', 'Black', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[43.0, 'Self-emp-inc', 135342.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[52.0, 'Private', 270142.0, 'Assoc-voc', 11.0, 'Separated', 'Exec-managerial', 'Unmarried', 'Black', 'Female', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[31.0, 'Private', 259425.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[47.0, 'Self-emp-inc', 212120.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[26.0, 'Private', 245880.0, 'HS-grad', 9.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[58.0, 'Local-gov', 54947.0, 'Some-college', 10.0, 'Never-married', 'Prof-specialty', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 55.0, 'United-States', '<=50K']
[47.0, 'Self-emp-inc', 79627.0, 'Prof-school', 15.0, 'Divorced', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 27828.0, 0.0, 50.0, 'United-States', '>50K']
[55.0, 'Private', 151474.0, 'Bachelors', 13.0, 'Never-married', 'Tech-support', 'Other-relative', 'White', 'Female', 0.0, 1590.0, 38.0, 'United-States', '<=50K']
[63.0, 'Self-emp-not-inc', 298249.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 10605.0, 0.0, 40.0, 'United-States', '>50K']
[42.0, 'Private', 251229.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Transport-moving', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[48.0, 'Local-gov', 142719.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[56.0, 'Private', 119859.0, 'Some-college', 10.0, 'Divorced', 'Transport-moving', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[32.0, 'Private', 141410.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'Black', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[44.0, 'Local-gov', 202872.0, 'Some-college', 10.0, 'Divorced', 'Prof-specialty', 'Unmarried', 'White', 'Female', 0.0, 0.0, 25.0, 'United-States', '<=50K']
[59.0, 'Local-gov', 196013.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[33.0, 'Federal-gov', 348491.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Exec-managerial', 'Wife', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '>50K']
[52.0, 'Private', 416164.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'Other', 'Male', 0.0, 0.0, 49.0, 'Mexico', '<=50K']
[17.0, 'Private', 121037.0, '12th', 8.0, 'Never-married', 'Sales', 'Own-child', 'White', 'Female', 0.0, 0.0, 15.0, 'United-States', '<=50K']
[63.0, 'Self-emp-not-inc', 147589.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 30.0, 'United-States', '>50K']
[20.0, 'Private', 24008.0, 'Some-college', 10.0, 'Never-married', 'Handlers-cleaners', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 24.0, 'United-States', '<=50K']
[42.0, 'Self-emp-inc', 123838.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 1977.0, 50.0, 'United-States', '>50K']
[50.0, 'Self-emp-not-inc', 175456.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[55.0, 'Private', 31905.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 1977.0, 40.0, 'United-States', '>50K']
[48.0, 'Self-emp-not-inc', 121124.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 35.0, 'United-States', '>50K']
[46.0, 'Private', 58126.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[26.0, 'Private', 318518.0, 'Some-college', 10.0, 'Never-married', 'Transport-moving', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[32.0, 'Private', 473133.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[52.0, 'Private', 155434.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 48.0, 'United-States', '<=50K']
[52.0, 'Private', 99185.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 7298.0, 0.0, 50.0, 'United-States', '>50K']
[39.0, 'Private', 56648.0, 'HS-grad', 9.0, 'Separated', 'Sales', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 47.0, 'United-States', '<=50K']
[57.0, 'Local-gov', 118481.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 1902.0, 40.0, 'United-States', '>50K']
[21.0, 'Private', 321666.0, 'HS-grad', 9.0, 'Never-married', 'Craft-repair', 'Own-child', 'White', 'Male', 594.0, 0.0, 40.0, 'United-States', '<=50K']
[44.0, 'Private', 313022.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'Black', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[42.0, 'Private', 178134.0, 'Some-college', 10.0, 'Divorced', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 30.0, 'United-States', '<=50K']
[62.0, 'Private', 178745.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[44.0, 'Private', 111067.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[33.0, 'Private', 254221.0, 'Doctorate', 16.0, 'Never-married', 'Prof-specialty', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 60.0, 'United-States', '>50K']
[20.0, 'Private', 174714.0, 'Some-college', 10.0, 'Never-married', 'Prof-specialty', 'Own-child', 'White', 'Male', 0.0, 0.0, 15.0, 'United-States', '<=50K']
[61.0, 'Private', 128230.0, '7th-8th', 4.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[48.0, 'Private', 192894.0, 'Doctorate', 16.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[45.0, 'Private', 325390.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[36.0, 'Self-emp-not-inc', 20333.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Wife', 'White', 'Female', 7688.0, 0.0, 40.0, 'United-States', '>50K']
[32.0, 'Federal-gov', 128714.0, 'HS-grad', 9.0, 'Never-married', 'Other-service', 'Own-child', 'Black', 'Female', 0.0, 0.0, 32.0, 'United-States', '<=50K']
[35.0, 'Private', 170797.0, 'Bachelors', 13.0, 'Divorced', 'Other-service', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[52.0, 'Self-emp-not-inc', 195462.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 0.0, 0.0, 98.0, 'United-States', '>50K']
[33.0, 'Private', 170769.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[25.0, 'Self-emp-not-inc', 182809.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 7298.0, 0.0, 40.0, 'United-States', '>50K']
[53.0, 'Private', 121441.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 55.0, 'United-States', '<=50K']
[39.0, 'Self-emp-inc', 114844.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 99999.0, 0.0, 65.0, 'United-States', '>50K']
[46.0, 'Local-gov', 216414.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Protective-serv', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[37.0, 'Private', 34378.0, '7th-8th', 4.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 2580.0, 0.0, 60.0, 'United-States', '<=50K']
[47.0, 'State-gov', 80914.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 47.0, 'United-States', '>50K']
[62.0, 'Private', 73292.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Other-service', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[54.0, 'Self-emp-not-inc', 212165.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[44.0, 'Self-emp-inc', 187720.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[52.0, 'Private', 236180.0, 'Bachelors', 13.0, 'Married-spouse-absent', 'Other-service', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[50.0, 'Private', 71417.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 3103.0, 0.0, 40.0, 'United-States', '>50K']
[34.0, 'Private', 45522.0, 'HS-grad', 9.0, 'Never-married', 'Other-service', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[49.0, 'Self-emp-inc', 158685.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Adm-clerical', 'Wife', 'White', 'Female', 0.0, 2377.0, 40.0, 'United-States', '>50K']
[41.0, 'Federal-gov', 57924.0, 'Some-college', 10.0, 'Never-married', 'Protective-serv', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[38.0, 'Private', 33001.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 55.0, 'United-States', '>50K']
[58.0, 'Private', 204021.0, 'HS-grad', 9.0, 'Never-married', 'Transport-moving', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'Canada', '<=50K']
[42.0, 'Private', 255847.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 4386.0, 0.0, 48.0, 'United-States', '>50K']
[51.0, 'Self-emp-not-inc', 218311.0, 'Some-college', 10.0, 'Divorced', 'Sales', 'Unmarried', 'White', 'Female', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[54.0, 'Self-emp-not-inc', 278230.0, 'Some-college', 10.0, 'Divorced', 'Farming-fishing', 'Unmarried', 'White', 'Female', 10520.0, 0.0, 30.0, 'United-States', '>50K']
[73.0, '?', 180603.0, 'HS-grad', 9.0, 'Widowed', '?', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 8.0, 'United-States', '<=50K']
[47.0, 'Private', 190139.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[27.0, 'Private', 109001.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 49.0, 'United-States', '<=50K']
[42.0, 'Local-gov', 159931.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Wife', 'White', 'Female', 0.0, 0.0, 45.0, 'United-States', '>50K']
[32.0, 'Private', 194987.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Adm-clerical', 'Wife', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[29.0, 'Private', 207064.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[22.0, 'Private', 36011.0, 'Assoc-voc', 11.0, 'Never-married', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 30.0, 'United-States', '<=50K']
[41.0, 'Federal-gov', 168294.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 5178.0, 0.0, 40.0, 'United-States', '>50K']
[49.0, 'Local-gov', 194895.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Handlers-cleaners', 'Husband', 'White', 'Male', 7298.0, 0.0, 40.0, 'United-States', '>50K']
[58.0, 'Self-emp-not-inc', 49884.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[41.0, 'Self-emp-not-inc', 27305.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 7688.0, 0.0, 40.0, 'United-States', '>50K']
[26.0, 'Private', 229977.0, '9th', 5.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 35.0, 'United-States', '<=50K']
[21.0, 'Private', 64520.0, 'HS-grad', 9.0, 'Never-married', 'Sales', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 55.0, 'United-States', '<=50K']
[32.0, '?', 134886.0, 'HS-grad', 9.0, 'Married-civ-spouse', '?', 'Wife', 'White', 'Female', 0.0, 0.0, 2.0, 'United-States', '>50K']
[37.0, 'Private', 305379.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[23.0, 'Private', 202284.0, 'Bachelors', 13.0, 'Never-married', 'Sales', 'Own-child', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[42.0, 'Self-emp-not-inc', 99185.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[67.0, 'Private', 197865.0, 'Some-college', 10.0, 'Divorced', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[41.0, 'Local-gov', 175149.0, 'HS-grad', 9.0, 'Divorced', 'Transport-moving', 'Not-in-family', 'Black', 'Female', 0.0, 0.0, 38.0, 'United-States', '<=50K']
[49.0, 'Local-gov', 349633.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Wife', 'White', 'Female', 0.0, 0.0, 50.0, 'United-States', '>50K']
[36.0, 'Private', 135293.0, 'Bachelors', 13.0, 'Divorced', 'Prof-specialty', 'Unmarried', 'White', 'Female', 1506.0, 0.0, 45.0, '?', '<=50K']
[38.0, 'Private', 146091.0, 'Doctorate', 16.0, 'Married-civ-spouse', 'Exec-managerial', 'Wife', 'White', 'Female', 99999.0, 0.0, 36.0, 'United-States', '>50K']
[21.0, 'Private', 206861.0, 'Some-college', 10.0, 'Never-married', 'Sales', 'Own-child', 'White', 'Male', 0.0, 0.0, 20.0, '?', '<=50K']
[32.0, 'Private', 207668.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 15024.0, 0.0, 45.0, 'United-States', '>50K']
[61.0, '?', 161279.0, 'HS-grad', 9.0, 'Widowed', '?', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 36.0, 'United-States', '<=50K']
[38.0, 'Private', 225707.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'Cuba', '>50K']
[43.0, 'Local-gov', 115603.0, 'Some-college', 10.0, 'Divorced', 'Adm-clerical', 'Unmarried', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[40.0, 'State-gov', 506329.0, 'Doctorate', 16.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'Asian-Pac-Islander', 'Male', 0.0, 0.0, 40.0, 'Taiwan', '>50K']
[63.0, 'Private', 275034.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 1740.0, 35.0, 'United-States', '<=50K']
[76.0, '?', 172637.0, 'Some-college', 10.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '>50K']
[42.0, 'Private', 56483.0, 'Assoc-acdm', 12.0, 'Divorced', 'Adm-clerical', 'Unmarried', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[43.0, 'Federal-gov', 144778.0, 'Bachelors', 13.0, 'Never-married', 'Exec-managerial', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[76.0, 'Self-emp-not-inc', 33213.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 30.0, '?', '>50K']
[17.0, 'Private', 137042.0, '10th', 6.0, 'Never-married', 'Prof-specialty', 'Own-child', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[30.0, 'Self-emp-not-inc', 33308.0, 'HS-grad', 9.0, 'Never-married', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[47.0, 'Private', 185385.0, '10th', 6.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[34.0, 'Self-emp-not-inc', 174463.0, 'Assoc-voc', 11.0, 'Never-married', 'Farming-fishing', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[44.0, 'Private', 266135.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[18.0, 'Private', 300379.0, '12th', 8.0, 'Never-married', 'Adm-clerical', 'Own-child', 'White', 'Male', 0.0, 0.0, 12.0, 'United-States', '<=50K']
[54.0, 'Federal-gov', 392502.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
